class,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60
0,-387.86243,55.92643,3127.7656,125.60533,47.46506,2252.9321,72.91702,12.217676,149.27162,45.29376,9.848626,96.995445,33.684803,7.6768312,58.93374,25.26238,5.7943645,33.57466,16.810106,9.876244,97.540184,9.340099,11.8261795,139.85852,13.502735,6.1205683,37.461353,22.509064,10.166469,103.357086,13.686519,6.413909,41.13823,-2.092756,7.212755,52.023834,-5.5016894,8.301919,68.92186,-2.8502164,8.74094,76.40404,0.5596908,5.0719147,25.724318,6.166488,4.8814707,23.828754,8.628986,3.9235058,15.393898,5.346842,4.414302,19.486063,4.9479203,6.6102777,43.69577,6.908868,4.85726,23.592978
0,-425.95825,78.583755,6175.407,121.07459,66.24398,4388.2646,59.940395,20.742666,430.25818,37.35701,14.835781,220.10039,28.09512,13.1492195,172.90198,18.485842,12.059864,145.44032,9.110002,18.425667,339.50522,0.7302657,19.080498,364.06543,8.437585,10.003466,100.06933,25.382051,12.582404,158.3169,15.823828,5.756028,33.13186,-0.2757056,11.441645,130.91122,2.5617676,8.962225,80.32147,7.0750604,8.236856,67.84581,4.527815,5.180001,26.832407,5.14906,6.0400424,36.482113,8.745453,4.9680877,24.681896,4.714052,5.027158,25.272314,3.8031268,8.543672,72.99433,6.385191,6.7269735,45.25217
0,-378.2179,63.278534,4004.1729,159.77646,42.2433,1784.4965,58.333527,17.288939,298.90738,24.710194,15.6948595,246.32863,18.281734,12.518954,156.72423,18.804665,9.094196,82.704414,16.611944,9.34876,87.399315,0.5395667,12.37975,153.25822,0.24388967,10.044854,100.8991,17.790766,10.551188,111.32758,7.2846603,5.439915,29.592676,-3.4839036,8.114775,65.84957,4.913823,7.9836283,63.738323,5.744904,9.987753,99.75521,1.0389023,3.5663474,12.718834,1.3453492,6.242112,38.963966,5.6398253,5.5244164,30.519178,3.8457437,4.1410103,17.147966,3.4831662,4.8212376,23.244333,4.1794696,5.0672245,25.676765
0,-452.9722,69.753845,4865.5986,134.21169,48.59329,2361.3076,69.25354,11.490038,132.02097,40.06396,14.121574,199.41885,27.489487,11.4573345,131.27052,20.861845,7.6234617,58.11717,13.682257,11.756544,138.21634,4.5211506,13.867754,192.31459,8.821445,9.103013,82.86485,22.16549,10.413806,108.44736,11.781869,5.513028,30.393478,-4.2273955,8.215261,67.49052,-5.724988,9.625549,92.65121,-3.2611704,10.530154,110.88415,-0.8134571,5.5693665,31.017845,2.3251448,5.769977,33.292633,5.656232,3.9140303,15.3196335,3.0571246,5.2927175,28.012857,3.1518018,6.8683167,47.173775,5.514092,5.2161407,27.208124
0,-414.45062,44.815742,2008.4508,111.26527,42.84482,1835.6786,72.4612,12.811289,164.12912,45.38508,12.799252,163.82085,33.8718,8.611719,74.161705,28.284903,2.8934293,8.371933,21.492334,5.489871,30.138681,14.763367,5.5236864,30.511112,15.227437,4.487025,20.133392,18.639368,6.3853173,40.772278,14.110695,4.589454,21.06309,5.6009007,4.4413924,19.725967,2.128246,5.3759766,28.901123,2.4709208,4.5474863,20.679632,4.1794105,4.001949,16.015594,6.5465155,4.0283427,16.227545,7.107207,2.350911,5.526782,6.7977633,4.6644917,21.757484,7.5111217,7.15523,51.197315,7.285327,6.4915605,42.140358
0,-456.3573,67.38962,4541.361,100.23165,54.825607,3005.8472,62.082508,17.566366,308.5772,43.991013,7.259774,52.704323,33.95723,4.3823586,19.205065,23.31515,8.32521,69.30911,15.084181,11.565226,133.75444,10.977156,12.694985,161.16264,12.711512,8.810208,77.619774,17.766485,6.903129,47.653194,13.000978,5.0464053,25.466206,5.742613,7.757988,60.18638,5.3028226,7.003243,49.045414,6.9533615,7.0453615,49.63712,5.389182,4.278023,18.30148,4.386255,6.273875,39.36151,6.7559733,5.3277454,28.38487,7.0181146,2.808864,7.8897176,7.364016,5.1309485,26.326635,7.786071,3.8536925,14.850945
0,-451.2518,62.670116,3927.5435,120.301025,53.17596,2827.6829,70.35776,11.648731,135.69295,44.74312,10.06782,101.36099,34.322075,6.565822,43.11002,27.55229,3.0159218,9.095784,20.614983,5.7481356,33.04106,12.293364,9.007272,81.13095,13.737091,6.244742,38.996803,20.841953,7.1496778,51.11789,13.473571,4.4743905,20.020168,1.4853315,7.8209443,61.167168,0.03222479,7.47485,55.873386,1.3558164,7.4275002,55.167763,1.6663274,4.40871,19.436724,5.021537,3.3965027,11.536231,7.878189,3.2246697,10.398495,6.3835573,4.446253,19.769165,6.483156,6.9113607,47.766907,7.7700176,4.963763,24.638947
0,-423.21423,65.879364,4340.091,94.50645,55.278744,3055.7395,60.488594,17.45813,304.78632,43.722244,9.045711,81.82488,34.009346,5.692925,32.409393,25.446274,6.0107746,36.12941,18.685204,7.07256,50.021103,13.074759,10.065463,101.31354,13.627729,7.5657673,57.240833,18.119188,8.280707,68.57011,12.412318,5.515378,30.419395,4.6358414,7.0157423,49.220642,4.325531,6.2766037,39.395756,5.6593857,7.9356127,62.973946,4.6107845,4.437206,19.688795,5.0616484,3.964207,15.714936,7.8508615,3.4233885,11.719588,7.4016337,3.3587956,11.2815075,7.3627844,5.152082,26.543947,7.6750216,4.013872,16.111168
0,-369.56183,77.32335,5978.9,134.96645,62.64238,3924.0676,64.017624,14.494703,210.09642,37.38019,11.2191105,125.86844,28.810005,9.552816,91.2563,21.777569,8.643361,74.707695,14.2352,12.082953,145.99776,3.146948,13.08637,171.2531,5.522935,9.238503,85.34995,18.599316,8.737817,76.34944,9.907107,6.4117765,41.110878,-1.6484352,9.341664,87.26669,3.9903479,5.76244,33.20572,7.0277524,7.968891,63.503227,2.0473406,5.6985345,32.473297,1.89556,6.2108426,38.574566,6.544502,3.5713356,12.754437,3.9070046,3.999689,15.997514,1.807251,7.631715,58.243073,3.5302074,5.381928,28.96515
0,-370.26337,58.21705,3389.2249,133.00941,35.132,1234.2574,47.67279,25.321463,641.17645,24.88279,16.164804,261.30093,26.177492,14.777411,218.37189,21.222864,8.061993,64.99572,19.384764,8.985574,80.74053,13.860101,9.8248825,96.52832,8.778751,8.224574,67.643616,14.842939,8.434124,71.13445,9.680483,5.492174,30.163975,3.0938277,5.743765,32.990837,1.6910601,7.804751,60.91414,0.8964258,8.213704,67.464935,1.684171,4.3970947,19.334444,3.8523076,3.8548965,14.860228,3.8685126,3.8296306,14.666071,3.1896794,3.6857615,13.584838,6.213427,4.322933,18.687752,5.6283045,3.8644557,14.934018
0,-426.5376,72.4309,5246.236,100.192696,61.666615,3802.7715,61.284054,18.588804,345.54364,44.07181,8.4346485,71.14329,35.14194,4.280325,18.321182,26.64502,4.3827486,19.208487,19.644379,6.3636,40.4954,13.116665,11.199525,125.42937,13.540506,9.042037,81.75844,18.882883,7.210694,51.994106,11.667937,5.7512608,33.077,1.6753396,9.963332,99.26798,1.4826177,8.36448,69.96452,3.5166185,9.402262,88.40253,2.881009,4.961081,24.612326,5.2353563,5.6616044,32.053764,9.229182,4.026668,16.214054,6.6900954,3.582471,12.834097,4.795209,9.003635,81.065445,6.6066594,5.770507,33.29875
0,-397.5942,81.72758,6679.3975,131.90625,59.054543,3487.439,63.033375,16.592997,275.32755,36.032093,14.181178,201.1058,25.080404,11.284029,127.32931,18.667295,8.588061,73.75479,11.15255,11.950636,142.81769,1.4762009,13.33389,177.79263,5.2462597,10.69413,114.36441,20.317118,10.880125,118.37712,11.278526,6.906611,47.701275,-1.1978309,8.469589,71.73394,1.7883224,8.978209,80.60822,4.7706404,10.468441,109.58825,2.6884468,4.8348618,23.375887,1.8258613,6.4507236,41.611835,5.4230466,4.0385814,16.310139,3.305461,3.5195062,12.386925,2.6767921,6.2153454,38.630516,4.3256607,4.5952754,21.116556
0,-406.5415,93.329475,8710.392,166.11528,53.298145,2840.6924,39.2725,33.600502,1128.9938,14.672745,27.953974,781.4246,10.674845,22.61794,511.57123,14.430557,12.415253,154.13849,17.179556,15.412131,237.53378,1.7737265,14.05874,197.64816,-2.821774,13.652723,186.39687,25.55176,10.498352,110.21539,7.741884,12.283878,150.89366,-3.859243,14.045853,197.28596,4.770536,10.7953205,116.53894,1.4233793,9.537396,90.96194,3.2526243,8.535866,72.86101,4.6666684,8.304397,68.963,9.15748,7.439333,55.343674,4.1439815,4.3370233,18.809772,1.0849758,9.549107,91.18543,6.1190953,3.9029813,15.233263
0,-453.2201,80.800095,6528.656,146.9584,47.37847,2244.7195,59.839138,26.762808,716.2479,32.358826,18.545645,343.94092,24.508251,12.9813385,168.51515,22.211767,9.247975,85.525055,19.291643,11.814737,139.58803,8.316128,12.617471,159.20056,7.638653,10.257608,105.21853,23.029318,7.938216,63.015278,10.813893,6.379641,40.69982,-2.6211398,9.503567,90.31777,-2.7500985,14.207751,201.86018,-3.8128557,12.189908,148.59386,0.18577902,5.6934037,32.414845,3.8628018,6.249615,39.05769,6.3727217,4.8477864,23.501032,3.6139545,4.952909,24.531307,3.4957118,7.0177817,49.249264,6.038667,5.228052,27.33253
0,-434.3124,76.25787,5815.2627,127.083466,59.709904,3565.2727,66.59636,8.526881,72.7077,43.317528,10.508595,110.43057,33.07328,7.895459,62.338276,24.14763,7.366738,54.268826,16.316378,11.083328,122.840164,6.389377,16.04333,257.3884,9.337457,11.292858,127.52864,22.47046,9.445303,89.21375,13.479938,4.0824347,16.666273,1.4439791,10.459589,109.40301,7.310817,6.611598,43.71323,11.319197,11.256062,126.69893,4.026309,4.276851,18.291454,2.9854324,6.996304,48.94827,10.4424,4.703221,22.120287,8.981424,4.725541,22.33074,8.0176735,6.683011,44.66264,9.684899,4.346624,18.893139
0,-410.2684,92.14155,8490.065,163.84792,50.886787,2589.465,63.587337,16.216192,262.9649,35.537388,15.595279,243.2127,24.823528,12.357782,152.71478,21.4417,7.378768,54.446217,15.714109,10.94474,119.78733,2.209712,12.268037,150.50473,3.5968246,13.307507,177.08972,25.150885,11.257663,126.73498,8.198178,8.794217,77.33826,-8.218819,9.225838,85.11609,-4.30428,13.098543,171.57182,-2.3143938,12.720568,161.81285,-0.42499706,6.4575686,41.700195,2.154575,9.095502,82.72815,8.420991,4.89634,23.974144,4.253419,3.9677038,15.742674,1.799102,8.854398,78.40036,7.5844936,5.3073606,28.168076
0,-446.16666,67.80514,4597.5366,111.44341,55.564045,3087.3633,66.28787,14.794159,218.86713,43.92289,10.306626,106.22654,33.659073,8.330153,69.391464,27.240509,4.990561,24.905697,20.44385,5.815333,33.818096,12.671945,9.472395,89.72626,14.486449,7.050868,49.714737,22.274673,8.153586,66.480965,15.266861,4.2346044,17.931873,4.6927276,6.6579065,44.32772,3.578657,7.11222,50.58367,4.4254684,5.883178,34.611786,5.1499033,3.0097454,9.058567,6.7446404,2.9689372,8.814588,8.409529,2.3156614,5.3622875,7.082723,4.3466153,18.893064,7.300445,5.971894,35.663513,7.7656164,5.1748943,26.779533
0,-414.38135,71.41723,5100.421,126.07099,57.301586,3283.4717,67.37094,15.441692,238.44588,41.983616,11.859505,140.64786,31.639578,10.206178,104.16606,24.607986,7.894862,62.328846,17.692266,8.043555,64.698784,8.802789,11.371112,129.30219,11.473093,8.004026,64.06444,21.889734,9.488158,90.02515,13.857928,5.7288103,32.819267,1.3804702,7.571618,57.329403,1.626369,7.1203065,50.698765,3.153106,8.364931,69.97208,2.6658745,4.390476,19.276281,4.397008,4.374389,19.135279,6.9393196,3.8349268,14.706664,5.444959,4.6278486,21.416985,6.1392384,5.4312916,29.498926,7.835647,4.6804547,21.906658
0,-405.09726,70.13019,4918.2437,112.9355,58.2405,3391.956,58.663513,27.179047,738.7006,38.1362,16.132639,260.26205,31.799063,10.891486,118.62448,24.559994,7.003787,49.053036,17.72135,11.077765,122.71688,9.9103365,14.880216,221.4208,11.283467,9.886084,97.73465,21.318766,9.639394,92.917915,13.548596,5.3998404,29.158276,1.7272586,9.279531,86.10969,2.8802762,8.84389,78.2144,5.9572315,11.194404,125.314674,3.3307102,4.664515,21.757702,4.447092,5.6428037,31.841234,8.201286,5.1577206,26.60208,5.8638453,4.009422,16.075464,5.6936116,6.218491,38.669632,6.629128,4.290089,18.404865
0,-436.6265,80.543686,6487.2856,126.59479,64.5366,4164.972,66.75039,12.7093315,161.5271,44.500095,7.5452714,56.931118,35.14174,5.1684775,26.713161,25.483223,6.6253405,43.895138,16.91096,10.6698265,113.8452,7.762999,13.617087,185.42506,10.318652,9.866573,97.349266,21.68361,9.922685,98.45967,12.424683,6.9810095,48.734493,-0.4184515,10.574309,111.81601,2.1075344,6.999371,48.99119,5.0181794,6.9219294,47.913105,1.4445379,5.412647,29.296745,3.3512099,7.422005,55.08616,9.508446,4.285274,18.363575,6.760901,4.1780815,17.456364,5.37169,7.365918,54.256752,8.086719,4.072922,16.588696
0,-422.20496,71.53891,5117.8154,125.96937,58.597164,3433.6274,67.650406,16.152819,260.91354,44.739574,8.125521,66.02409,34.08811,4.8530197,23.551802,22.920761,8.438758,71.21264,12.605057,13.506388,182.4225,4.7023997,15.015866,225.47624,10.978096,8.155271,66.50843,23.966372,9.934598,98.69624,15.3244915,5.2389593,27.446695,0.7980959,9.688311,93.863365,2.4556186,8.4249935,70.980515,6.565771,8.454277,71.47479,3.5897171,4.158215,17.290752,4.5858335,6.2458205,39.010277,8.827356,4.8632293,23.650997,6.031499,4.3240867,18.697727,5.2166867,7.2649546,52.779564,6.9469686,5.5384583,30.67452
0,-456.8904,81.811935,6693.193,123.47338,59.345173,3521.8496,63.211147,14.676292,215.39355,38.50017,15.31203,234.45825,28.863869,12.923671,167.02126,26.433775,5.761831,33.198696,21.646439,8.393713,70.45442,10.549632,12.060504,145.45576,10.394373,10.972865,120.40376,21.54278,9.846905,96.961525,11.098227,7.2557163,52.645416,-0.9006477,10.714012,114.79005,-0.43421406,9.176224,84.20308,-0.41592044,8.40664,70.6716,1.1555581,5.458539,29.79565,4.575053,5.0547256,25.55025,8.548651,4.9138985,24.1464,6.3229756,4.5599146,20.792822,5.744587,7.0260515,49.365402,8.153794,4.2547264,18.102695
0,-395.32324,86.654,7508.916,126.85317,66.12528,4372.5527,60.869377,17.432829,303.90353,39.499683,9.781689,95.681435,30.16463,8.224427,67.6412,22.086653,9.948138,98.96546,15.846872,11.19718,125.37684,7.5822964,12.661326,160.30919,9.83845,8.671765,75.19951,21.85107,8.876581,78.79369,12.979679,4.895861,23.969456,2.3175015,8.933363,79.80498,5.8013997,9.129761,83.35254,7.949567,10.079744,101.60125,5.023129,6.0374985,36.45139,3.9260814,4.9091916,24.10016,6.9735956,3.536568,12.507313,4.113855,4.7584667,22.643005,2.359191,8.0395155,64.63381,3.7278442,6.196878,38.401295
0,-466.72385,81.11815,6580.1543,75.935524,62.916664,3958.5068,45.438747,26.70958,713.4016,32.333138,15.847803,251.15288,26.91201,12.367201,152.94766,24.403753,6.837569,46.752354,21.530367,5.898795,34.795784,16.377802,5.9492087,35.393085,15.422197,6.441866,41.49764,19.920069,8.925446,79.663574,13.734272,6.2588444,39.173134,7.091007,7.4134145,54.958714,5.002066,9.696387,94.01993,3.7384062,8.884945,78.94224,7.022682,3.6448617,13.285016,9.052853,4.004796,16.038391,8.810752,3.25843,10.617366,7.2331977,3.5380714,12.517949,6.230737,5.629032,31.686003,7.183408,3.6959388,13.659964
